"";"id";"texto_id";"estudante_id";"pergunta_id";"Pergunta";"Evidência";"Resposta";"Nível da rubrica";"predito"
"1665";"119";1;6;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque é enviado por meio de correspondência.";"2";"3"
"1666";"140";1;7;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque é enviado por meio de correspondência na época.";"2";"3"
"1667";"161";1;8;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque é meio da correspondência da época .";"3";"3"
"1668";"182";1;9;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era o meio de correspondência da época.";"3";"3"
"1669";"203";1;10;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era a única tecnologia  naquela época .";"2";"3"
"1670";"245";1;12;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois era um jeito de comunicação da época.";"3";"3"
"1671";"266";1;13;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era um meio de comunicação na época.";"3";"3"
"1672";"287";1;14;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era meio de comunicação daquela época.";"3";"3"
"1673";"308";1;15;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Eu acredito que que seja pelo fato de ser o meio de correspondência da época.";"3";"3"
"1674";"329";1;16;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era o meio de correspondência da época";"3";"3"
"1675";"350";1;17;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era o meio de correspondência da época.";"3";"3"
"1676";"371";1;18;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque era o meio de correspondência da época.";"3";"3"
"1677";"392";1;19;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Ele poderia ter sido feito por meio de cartas, pois assim os organizadores poderiam saber as ideias de cada criança expressadas no papel, de modo que todas as cartas fossem lidas.";"1";"2"
"1678";"413";1;20;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque nesa epuca nao escestia conputadores.";"2";"1"
"1679";"434";1;21;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso pode ter sido feito por cartas pois,na quela epóca não existia tecnologias como as atuais.";"2";"2"
"1680";"455";1;22;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"o concurso foi feito por meio de cartas pois antigamente era dificil ter um computador ou talvez não tinha computador na época";"2";"2"
"1681";"476";1;23;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por cartas pois, os organizadores queriam que crianças do país mandassem sugestões de nome .";"1";"2"
"1682";"497";1;24;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Foi feito por meios de carta pois era a melhor tecnologia na época.";"2";"3"
"1683";"518";1;25;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois era numa época que não continha muita tecnologia.";"1";"3"
"1684";"539";1;26;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O curso deve ter sido por meio de cartas porque nem todos deviam ter condições de ter aparelhos para mandar e-mails.";"2";"2"
"1685";"560";1;27;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que seriam cartas do Brasil todo.";"1";"2"
"1686";"581";1;28;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque na epoca não havia celulares.";"2";"1"
"1687";"602";1;29;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois naquela época não tinha como mandar mensagem.";"1";"1"
"1688";"623";1;30;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de cartas pois naquela época não  tinha mensagem e nem outro aparelho.";"2";"2"
"1689";"644";1;31;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meios de cartas porque eles queriam respostas do mundo inteiro.";"1";"2"
"1690";"665";1;32;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque naquela época não tinha internet.";"2";"1"
"1691";"686";1;33;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Acho que porque naquela época não tinha geito de mandar mensagem.";"1";"1"
"1692";"707";1;34;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que tem pessoas que não tem acesso a dispositivos que possam votar.";"2";"2"
"1693";"728";1;35;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Em certos casos algumas pessoas não tinham acesso a internet.";"3";"2"
"1694";"749";1;36;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por  ter crianças de outros estados  que queriam participar e não tinham acesso a internet.";"2";"2"
"1695";"770";1;37;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque antigamente não existia tanta tecnologia como agora e não dava para mandar e-mails ou mensagens.";"2";"2"
"1696";"791";1;38;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque naquela época não tinha como enviar mensagem.";"2";"1"
"1697";"812";1;39;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso deve ter sido feito por cartas para todos poderem participar e ninguem ficar de fora, assim seria mais justo, todos os brasileiros";"2";"2"
"1698";"833";1;40;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"POIS FORAM SUGESTOIS MANDADAS POR BRASILEIROS";"1";"2"
"1699";"854";1;41;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque foi mandada por brasileiros";"1";"2"
"1700";"875";1;42;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pro  que lel não carta";"1";"2"
"1701";"896";1;43;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Eu acho que o concurso foi feito por meio de cartas foi que era fácil esse método.";"2";"2"
"1702";"917";1;44;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"por que atigamente nao avia iternet";"2";"1"
"1703";"938";1;45;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque ninguem nunca tinha visto um personagem assim";"1";"1"
"1704";"959";1;46;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para todos participar";"1";"2"
"1705";"980";1;47;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para todos participar";"1";"2"
"1706";"1001";1;48;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque ninguem nunca tinha visto  um personagem assim";"1";"1"
"1707";"1022";1;49;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque ninguém nunca tinha visto um personagem com esse carisma , houve muita empatia.";"1";"1"
"1708";"1043";1;50;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito em cartas pois todos os brasileiros iriam participar.";"2";"2"
"1709";"1064";1;51;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Eu acho que foi feitop pois a tecnologia de computadores celulares e tablets nao existiam na epoca .Se existiam eram muito caros.";"3";"3"
"1710";"1085";1;52;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Esse concurso foi feito por cartas porque nessa época não existia internet.";"2";"3"
"1711";"1106";1;53;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para que todas as crianças  do mundo participase";"1";"2"
"1712";"1127";1;54;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para que todas as criança do mundo participase";"1";"2"
"1713";"1148";1;55;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que nâo existia celular.";"1";"1"
"1714";"1169";1;56;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para que todas as criança do mundo participase";"1";"2"
"1715";"1190";1;57;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"proque    naopara  todas  as   criansia";"1";"2"
"1716";"1211";1;58;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que na época não havia acesso a internet.";"2";"1"
"1717";"1253";1;60;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque na epoca nao tinha internete celulares e outros aparelhos";"2";"2"
"1718";"1274";1;61;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"PORQUE ANTIGAMENTE NÃO EXISTIA ELETRONICOS .";"2";"1"
"1719";"1295";1;62;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"PORQUE E A MAIORIA DOS VOTOS.";"1";"2"
"1720";"1316";1;63;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"PORQUE A MAIORIA DOS VOTOS SÃO DESE JEITO.";"1";"2"
"1721";"1337";1;64;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"PORQUE  NÃO   ESISTIA   ELETORNICO.";"2";"1"
"1722";"1358";1;65;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque essa campanha foi criada antigamente onde não existia tecnologia.";"2";"3"
"1723";"1379";1;66;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Não tinha tequinologia";"2";"1"
"1724";"1400";1;67;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para crianças de todo o mundo pudessem participar";"1";"2"
"1725";"1421";1;68;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"para varias crianças do mundo participar";"1";"2"
"1726";"1463";1;70;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Para que varias crianças de todo mundo pudessem  participar.";"1";"2"
"1727";"1484";1;71;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque na época não internet celulares e outros aparelhos.";"2";"3"
"1728";"1505";1;72;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pois na época não esistia internet.";"2";"3"
"1729";"1526";1;73;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque o concurso foi em todo o Brasil.";"2";"2"
"1730";"1547";1;74;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Ele foi feito por meio de cartas, pois não esixtia tecnologia nessa epoca.";"2";"3"
"1731";"1568";1;75;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"o porque do concurço ter sido feito foi para os brasileiros mandarem sugestoes.";"2";"2"
"1732";"1589";1;76;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"É porque não tinha tecnologia.";"2";"1"
"1733";"1610";1;77;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois antigamente não tinha tecnologia.";"2";"1"
"1734";"1631";1;78;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de carta, pois antigamente não havia tecnologia.";"2";"3"
"1735";"1652";1;79;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de cartas, porque antigamente não havia a tecnologia que há hoje.";"2";"2"
"1736";"1673";1;80;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O motivo do concurso te sido feito por cartas , porque na época não existia internet.";"2";"3"
"1737";"1694";1;81;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O motivo do concurso te sido feito por cartas, porque na época não existia internet. 
";"2";"3"
"1738";"1715";1;82;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque na época não tinha tecnologia.";"2";"3"
"1739";"1736";1;83;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"o assunto foi feito atravez de cartas porque a muito tempo não tinha tcnologia HÁ";"2";"2"
"1740";"1757";1;84;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O assunto foi feito por meio de cartas porque  teve varias pessoas que pusseram o nome dele diferentes.";"1";"2"
"1741";"1778";1;85;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque não tinha internet.";"2";"1"
"1742";"1799";1;86;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"
AO TINHA tequenologia.";"2";"1"
"1743";"1820";1;87;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois não tinha a tneologia.";"2";"1"
"1744";"1841";1;88;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque não tinha internet.";"2";"1"
"1745";"1862";1;89;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque a minoria das pessoas tinham celular computador";"3";"2"
"1746";"1883";1;90;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Porque não havia tecnologias só havia o meio de comunicação que é o de cartas.";"2";"1"
"1747";"1904";1;91;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Para que ninguém roubasse e que fosse votos justos.";"1";"2"
"1748";"1925";1;92;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso pode ter sido por meio de cartas para evitar a confusão de opniões diferentes.";"1";"2"
"1749";"1946";1;93;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso pode ter sido por meio de cartas para evitar a confusão de opniões diferentes.";"1";"2"
"1750";"1967";1;94;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"eu acho que era assim pois não havia muito avanço da internet e para chegar mais rapido";"2";"1"
"1751";"1988";1;95;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Deve ter sido para não incentivar as pessoas á ficarem em eletrônicos .";"1";"2"
"1752";"2009";1;96;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"nomes criativos seriam dados.";"1";"2"
"1753";"2030";1;97;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"nessa tal época não tinha internet";"2";"1"
"1754";"2051";1;98;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pois tinha gente que não era daquela cidade";"1";"1"
"1755";"2072";1;99;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"por que na epoca não tinha tanta tecnologia";"2";"1"
"1756";"2093";1;100;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois , naquela época a internet não era tão comum e nem todo mundo tinha acesso , como atualmente. Assim , não tinha como enviar um e-mail, por exemplo.";"3";"1"
"1757";"2114";1;101;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pois não tinha celular";"2";"1"
"1758";"2156";1;103;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pq na época n existia celulares para fazer enquetes";"2";"2"
"1759";"2198";1;105;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois naquela época não existia internet.";"2";"3"
"1760";"2219";1;106;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"porque nao esistia internet";"2";"3"
"1761";"2240";1;107;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois antigamente não havia a internet.";"2";"1"
"1762";"2261";1;108;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois naquela época não havia internet.";"2";"1"
"1763";"2282";1;109;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Para todos os brasileiros participarem";"2";"2"
"1764";"2303";1;110;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Para tornar possível que todos participassem.";"2";"2"
"1765";"2324";1;111;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Foi feito por meio de cartas para que soubessem quem foi que mandou o nome , para que premiassem o criador do melhor nome .";"1";"2"
"1766";"2345";1;112;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Se o concurso não fosse por cartas ia ter muitas gente e eles não ia dar conta de ouvir todas as opiniões";"1";"2"
"1767";"2366";1;113;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que era muitas pessoas dando opções de nomes e eles não iriam dar conta de ouvir todas as pessoas";"1";"2"
"1768";"2387";1;114;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Por que naquela época ainda não havia a tecnologia possível para fazer esse trabalho.";"2";"1"
"1769";"2408";1;115;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meios de cartas para ter melhor acesso de respostas.";"2";"2"
"1770";"2429";1;116;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Foram entregues pela forma de cartas cartas, pois eram cartas de muitos municípios.";"1";"2"
"1771";"2450";1;117;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Para que o máximo de brasileiros mandem as cartas para terem uma boa escolha.";"2";"2"
"1772";"2471";1;118;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Na minha opinião o concurso foi feito por meio de cartas pois na época o país estava em pandemia por isso não podia aglomerar.";"1";"2"
"1773";"2513";1;120;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Ela foi feito por meio de cartas por que na época não tinha muita tecnologia e o jeito mais justo de escolher o nome era por meio de cartas.";"2";"2"
"1774";"2534";1;121;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Ná época não avia celular e pelas cartas é mais dificil ter sabotagem";"2";"2"
"1775";"2555";1;122;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de cartas, pois, pessoas do Brasil todo participou dano sua sugestão de nome.";"2";"2"
"1776";"2576";1;123;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Provavelmente porque na época podia não existir meios de mandar na internet, e se tivesse poderia ser muito caro e algumas pessoas não teriam condições de pagar.";"3";"2"
"1777";"2597";1;124;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de cartas, pois antigamente não existia celular, computador, etc.";"2";"2"
"1778";"2618";1;125;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito em cartas, pois antigamente as pessoas não tinham tecnologia avançada que nem hoje, ou não tinham condições para comprar um.";"2";"2"
"1779";"2639";1;126;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pois na época não existia era todo mundo que tinha acesso a internet.";"2";"3"
"1780";"2660";1;127;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Foi feito esse sorteio anos atras e por isso foi pelas cartas já que não havia tecnologia.";"2";"2"
"1781";"2681";1;128;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso foi feito por meio de cartas para que todos conseguissem dar a sua opinião .";"2";"2"
"1782";"2702";1;129;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois se não iria dar briga, quem iria falar primeiro...";"1";"2"
"1783";"2723";1;130;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Foi feito por cartas, pois naquela época não tinha telefone e nem email.";"2";"2"
"1784";"2744";1;131;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Devido a época não possuir outros meios de comunicação e para ajudar a sugerir nomes para o mascote";"2";"2"
"1785";"2786";1;133;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"PARA NAO  ACABAR A SURPRESA";"1";"2"
"1786";"2807";1;134;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"Pois não existia tecnologia avançada quanto hoje em dia .";"2";"3"
"1787";"2828";1;135;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"O concurso pode ter sido por meio de cartas para evitar a confusão de opniões diferentes.";"1";"2"
"1788";"2849";1;136;14;"Levante hipótese do porquê de o concurso ter sido feito por meio de cartas.";"Formular hipóteses sobre aspectos de um texto";"pq ele decidiu fazer um concurso do brasil inteiro";"2";"2"
"1789";"15";1;1;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"a animaçao";"1";"1"
"1790";"36";1;2;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele transmite força e coragem.";"3";"1"
"1791";"57";1;3;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque o personagem é forte e passa coragem para as crianças.";"3";"1"
"1792";"78";1;4;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque o personagem é forte e passa coragem para a crianças.";"3";"1"
"1793";"99";1;5;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele transmite força e coragem.";"3";"1"
"1794";"120";1;6;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"porque ele transmite força e coragem.";"3";"1"
"1795";"141";1;7;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele da força e coragem.";"3";"1"
"1796";"183";1;9;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Força e coragem.";"3";"3"
"1797";"204";1;10;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Possui uma expressão do dócil e amável que derruba as barreiras do medo .";"2";"1"
"1798";"225";1;11;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Possui uma expressão dócil e amável que derruba as barreiras do medo.";"2";"1"
"1799";"246";1;12;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele nos transmiti força e coragem.";"3";"1"
"1800";"267";1;13;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele nos transmite força e coragem.";"3";"1"
"1801";"309";1;15;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Há no personagem coragem.";"2";"1"
"1802";"330";1;16;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Possui uma expressão dócil, amável que derruba as barreiras do medo";"2";"1"
"1803";"351";1;17;15;"O que há no personagem que incentiva as crianças a se vacinarem?";"Fazer inferências, usando informações explicitas e implícitas presentes no texto";"Porque ele transmite força e coragem.";"3";"1"
